sample_id,label,rated_current_A,rms_IA,rms_IB,rms_IC,nema_imbalance_pct,thd_IA_pct
81,normal_3phase,25,11.455085831061348,11.390450169704264,11.416127823040751,0.30236029955038285,1.7257912690790458
82,normal_3phase,16,5.494409797286565,5.55868902249496,5.27890486765016,3.0326290262313496,3.0566261123633107
83,normal_3phase,63,31.70760152826277,33.20458431388879,32.48210683276911,2.3322599586446873,3.142300565138064
84,normal_3phase,40,23.570394335687254,22.922209287197443,22.274402435188858,2.827194406662882,1.875791536322752
85,normal_3phase,16,7.1107910300463,7.259333968349415,6.987902716164098,1.9663528676065123,2.010255087073614
86,normal_3phase,20,8.676200727672947,8.670721893831765,8.587830497458889,0.6603557233860722,2.6389392806099727
87,normal_3phase,32,22.965611911548702,23.514698391528626,22.363431649933187,2.546995490645131,2.5118906088309685
88,normal_3phase,20,6.520444962013146,6.689233532523848,6.511511256168202,1.7570483890366915,3.14587958066028
89,normal_3phase,20,12.284147555618773,12.351612065954333,12.247376312356556,0.46552512299100557,2.755598397383371
90,normal_3phase,25,13.322910004415197,13.799916779060167,13.138039557674718,2.8287617715307785,3.1882634882830163
91,normal_3phase,20,12.572417619638273,13.038738826313248,12.951544868501212,2.1923994602403174,2.354246996851438
92,normal_3phase,100,49.58880226285404,49.05612294254883,50.088823583425565,1.0524712608252027,1.238499049446258
93,normal_3phase,16,9.121652005400023,8.786101214999547,8.771399948831256,2.570557028335759,2.4561942266001475
94,normal_3phase,16,7.604496124752654,7.382653854618757,7.460832686011648,1.628234101364041,1.931411809499251
95,normal_3phase,40,23.879713664728246,23.766558457218252,23.01972784373351,2.273818293368281,1.5981853336631384
96,normal_3phase,32,10.706303201495677,11.07354251137768,10.739979043381055,2.155001704550071,1.8205136678520208
97,normal_3phase,25,12.785743451997941,13.197024194754464,13.347654389311629,2.474399280800016,1.9427078100971262
98,normal_3phase,20,10.291534330365694,10.482186602473025,10.264275326372493,1.3163335182989524,3.100844309891864
99,normal_3phase,63,29.525141912050486,31.05008828253476,31.14028203912044,3.4237245379495542,2.5352772872654654
100,normal_3phase,40,16.798630769183763,16.705851219634656,17.126505292078676,1.4784001566902045,3.105028179281048
101,normal_3phase,16,10.700611509787285,10.8787330970167,10.552378404564259,1.5700256082011896,2.651377204583559
102,normal_3phase,40,31.51444735568595,32.11189842700957,31.68343719699009,1.0763976889229367,1.3527091105797353
103,normal_3phase,63,18.99438806677157,19.7121197966093,18.744671421934008,2.9332384911649245,1.6977285610384658
104,normal_3phase,25,20.61407591047974,20.634806094055705,20.616856246838253,0.06252253975274304,1.9301222071596156
105,normal_3phase,63,51.0158498554074,48.91058871415506,50.13524567258396,2.219032870670289,1.3442211421443193
106,normal_3phase,16,12.841042748071409,12.65056520763581,13.345307765791192,3.0872883531243787,3.572810655636283
107,normal_3phase,16,6.143072293303228,6.44106110984712,6.211895108630169,2.8046074592103842,1.9394863287653807
108,normal_3phase,16,10.516729658510993,10.556262897767946,11.035089286338925,3.1057165644263125,3.3352649852548573
109,normal_3phase,20,11.25869500483489,11.107065493695506,10.788104603224305,2.3814758538320633,2.965122421699602
110,normal_3phase,63,26.042703215200994,26.358708853791732,25.985307682610937,0.8794943989616868,1.2963493121650846
111,normal_3phase,20,6.353210773031803,6.486906475297438,6.658394764201207,2.44465977554341,2.1253345110400557
112,normal_3phase,32,10.100455970550184,10.521664388047915,10.209601694801442,2.3783008597536353,2.5348409917033448
113,normal_3phase,25,10.62935677173308,10.672126020916757,10.635467686200077,0.24870121505650924,2.4974633635387984
114,normal_3phase,63,24.337477962518783,24.264489120196913,24.709192923314845,1.1136350370304002,2.0644688743791164
115,normal_3phase,40,14.74099149467481,14.61814414116253,14.312586698758818,1.6806349716320843,1.8581325839194918
116,normal_3phase,32,13.94120104815806,14.487990606925422,14.132085725425851,2.1209289188690748,2.475982292216292
117,normal_3phase,40,14.36994657944666,14.8771804763479,14.65383579397286,1.80206323510641,2.664046963794965
118,normal_3phase,100,43.0924744394814,42.52756930809462,41.66951475681733,1.7919884872637541,3.5542819342202434
119,normal_3phase,63,53.44180299822069,52.11070989950503,51.30523234373621,2.210706106858661,2.5649849401429794
120,normal_3phase,63,46.721198245417334,46.52183626687761,46.90144111026207,0.41312140156783744,2.903002864369293
121,normal_3phase,20,11.693763719590782,11.65905618969372,11.776185879069596,0.5680543595224636,2.3127827693069247
122,normal_3phase,16,5.04073390720779,5.062517246283049,4.989333435279567,0.82546685210985,2.1331402901303305
123,normal_3phase,32,12.658837894050386,12.111292385557515,12.802070996598795,3.2958519260873507,2.604115760979995
124,normal_3phase,100,47.02739476313958,48.68622212445071,46.885802076072785,2.425849582527223,2.1830616415623716
125,normal_3phase,25,7.881492367828309,7.8531991554469265,8.093517471530088,1.8983525779323307,3.236787940724028
126,normal_3phase,20,9.768028294566127,9.77695032087548,9.413553038993015,2.4789673245441404,1.8689331322315712
127,normal_3phase,63,26.93155061251735,28.066932820033042,27.90469664421924,2.543362313953156,3.290312230883999
128,normal_3phase,100,31.587809717721278,32.81493108599387,31.489752564666585,2.6616263691414037,3.4352039744583203
129,normal_3phase,20,13.45261330469686,13.767110195650435,13.000160233812691,3.031841267097652,2.0306212488903133
130,normal_3phase,25,11.084248675218285,11.335569642289293,11.479651159419967,1.907768650054015,1.8745493438021614
131,normal_3phase,20,12.316543324917781,11.634997187023046,11.852885039892515,3.198499641241719,2.4696159281917645
132,normal_3phase,63,32.28341220234645,31.955126081762202,31.3994670229515,1.5052637636454387,1.630242389965862
133,normal_3phase,40,33.30327521162026,34.04237996681494,33.78748437107013,1.209607375047854,2.973505457221534
134,normal_3phase,32,20.66026206520729,19.956964961487266,20.66246587461735,2.2989638982851046,1.7151651247742514
135,normal_3phase,40,16.2700882478913,16.048205676190122,15.966201537795426,1.0888987794839973,1.6787338752842274
136,normal_3phase,63,51.635207432645906,52.75787005987286,51.471266314479806,1.5457456873888722,2.746817437301296
137,normal_3phase,16,11.020181091109015,10.813451734864975,10.99303979480243,1.1768400063236564,3.0632552726188416
138,normal_3phase,63,50.3085000310197,50.53321243021564,50.34563284065438,0.2727027106175813,3.2892083336757323
139,normal_3phase,100,66.26323119286276,66.65940248327568,64.94255872353787,1.5351443031379801,2.8593681258635324
140,normal_3phase,16,13.423062494626674,13.697741292820599,13.60773383961809,1.12783362701993,1.9910260963316289
141,normal_3phase,25,16.7695287656453,16.06590901654712,16.069912055983217,2.869290299154169,2.036490907682253
142,normal_3phase,63,51.42812194807029,51.753026932445266,51.65990661174938,0.35952328423071134,3.1717545365237796
143,normal_3phase,32,13.427121073182441,13.815344740602818,13.77819633595654,1.8022598646547154,1.7501572859851218
144,normal_3phase,63,36.33452334334614,36.283030459622225,37.69625754577585,2.515515740576824,2.52924969498137
145,normal_3phase,100,43.27796102263733,42.22618507113125,43.73135325596741,1.9785153066676389,2.4935196205700314
146,normal_3phase,20,12.604673839869614,12.628293720891461,12.733073838216585,0.6141807443215566,2.958452168785953
147,normal_3phase,100,57.402828372585084,57.17363461510641,58.710927692808134,1.6420077575764018,2.304426250634492
148,normal_3phase,63,36.52885421451675,35.48315444618885,36.88639129412162,2.248826995813591,1.328331096049174
149,normal_3phase,100,84.64761675102736,84.09260065842739,84.74953508038641,0.47810631500507444,1.5193055885784117
150,phase_imbalance,32,17.135361626723952,17.13538500113839,9.309490519396256,35.91482427024139,3.012301959367816
151,phase_imbalance,100,82.91627026245885,124.29665873147063,82.84948622716541,28.555082156827,3.6694003182020283
152,phase_imbalance,63,19.31954462942293,41.128041312872966,41.144813123461724,42.94983244559227,1.1455112849433997
153,phase_imbalance,20,21.234182949106284,12.636907146107383,16.940645128083876,25.389831163054815,1.283729618758523
154,phase_imbalance,63,50.802586755566566,67.27845684136845,50.85723943918732,19.47284351194975,1.213608488076591
155,phase_imbalance,16,8.188080487535284,10.258999961906666,8.18834582085224,15.549117077875811,1.3739318596441543
156,phase_imbalance,63,46.2537660032018,65.5521824415805,46.276609774675194,24.40116704779143,1.839918722202781
157,phase_imbalance,16,4.97738792030901,6.455865082566167,6.4530208395302395,16.516073202341307,2.1945357947773
158,phase_imbalance,63,46.49186910491652,30.62794231581172,46.466390990721365,25.652034648414624,1.1588262296976684
159,phase_imbalance,20,8.082776901801395,11.042017736847269,8.08315271493269,21.75138675255087,2.1050928802018536
160,phase_imbalance,25,6.319688921901881,11.260946470330133,8.791812030196407,28.11032490513098,1.4805170139623725
161,phase_imbalance,32,38.04241332744656,25.843837786620668,25.86404451619233,27.160851315398386,3.5839744023639852
162,phase_imbalance,100,31.048739178984803,31.031686222474125,71.99820859632987,61.09548505000348,2.3417242052692337
163,phase_imbalance,16,7.991299343659576,5.000606633099556,4.9976055188676005,33.2659757648718,2.305965936081501
164,phase_imbalance,32,7.756651270891433,17.07072377034554,7.7584549767994435,57.16086188682506,3.92004679805639
165,phase_imbalance,20,10.731621887953716,6.777880086949663,6.777341713272129,32.56092918553669,1.9481872691550073
166,phase_imbalance,32,8.592503283644875,16.378302684865137,12.49084543919908,31.189606215369203,2.796575453607887
167,phase_imbalance,16,19.731731130591065,6.631608865919022,13.184994420233176,49.69490651716245,1.8762361094429618
168,phase_imbalance,40,27.71573815276997,27.720908154123777,33.99934004753663,14.04583803434046,3.3877582927897425
169,phase_imbalance,63,42.211492924666125,49.80051662221091,42.194822715850854,11.321865919478288,3.0514802819270743
170,phase_imbalance,40,16.00445124873826,35.99452686866193,26.018537344154716,38.458237918344985,1.9751887306949172
171,phase_imbalance,100,43.0015241711717,29.763272033386905,42.97460033263665,22.852702906437603,3.9638680771092196
172,phase_imbalance,20,9.84946370888988,13.029651579709457,9.846968446119245,19.442812208771052,3.2551065749190586
173,phase_imbalance,40,29.388823522657265,20.40544101371339,20.40882800550034,25.58773036190582,3.440396010812307
174,phase_imbalance,32,9.975833118810828,14.8773247043527,14.880173063327154,24.679107717726744,3.9759204592876554
175,phase_imbalance,40,26.060215313269456,20.742640495936296,20.733485900487103,15.760854023449424,1.541917941170421
176,phase_imbalance,16,13.11696725403145,16.928028092153138,9.309125478309578,29.0438795522015,2.324527519045635
177,phase_imbalance,16,9.499284227351527,6.755483311332326,9.505700758377431,21.327323319860756,1.9212726404563132
178,phase_imbalance,16,11.978946421634506,4.588676582897122,8.283143280795858,44.61058806377013,2.7841084262333786
179,phase_imbalance,63,42.95432596269346,19.918430588973823,31.437886767614128,36.639927727219785,1.83888822997242
180,phase_imbalance,20,16.01733786928224,10.748793553803084,13.377913215024197,19.69898409698121,3.116395387282224
181,phase_imbalance,32,10.127794354371753,10.125206352793237,15.38056207218388,29.48939880467967,1.5157343649494557
182,phase_imbalance,100,61.75170189963296,61.761179177965644,83.68053282498398,21.162923929788068,2.268245916393582
183,phase_imbalance,16,14.6272508771225,11.53327251132322,11.524781700952074,16.442609464822144,2.4926708632630326
184,phase_imbalance,32,11.74898548771961,16.631188467264753,11.749815194337204,24.329875135059336,2.0042503875998094
185,phase_imbalance,32,21.929823748415657,21.931249507158796,34.69282326181369,32.49307087068328,1.7761660971754816
186,phase_imbalance,25,8.66152027562264,13.269032318699045,8.669230296140096,30.08947513677512,2.3251010368752034
187,phase_imbalance,16,8.700168265557805,16.26874920789473,12.499282884286597,30.33958250361366,1.0656278395194951
188,phase_imbalance,100,30.506996631816797,30.504163453476327,72.97776365053069,63.396559092709026,2.5479585339206245
189,phase_imbalance,100,50.33629670143858,32.66962500729482,32.692191391190775,30.519751841570113,3.533155553119565
190,phase_imbalance,100,97.90595444169494,64.32842840174489,97.89812994270657,25.812700942668698,2.2643855366362367
191,phase_imbalance,20,6.537573333682125,15.924075999291201,15.921946457013224,48.903380210068775,1.506487711356704
192,phase_imbalance,32,24.094040984687147,34.02506413271877,24.074854764252482,24.18819161942915,3.6741331964275306
193,phase_imbalance,32,20.923966389922658,13.906661476053102,13.89906805511413,28.81652138883187,3.0765238160719948
194,phase_imbalance,32,17.678613247977086,8.993330346504107,26.361815651184664,49.12676109568634,2.647753101796179
195,phase_imbalance,100,33.18640108285284,52.87572922439472,33.18647484487959,33.022258390218084,2.0148384560989396
196,phase_imbalance,32,24.474778735728034,24.477590868566597,16.277666303689923,25.1372496855449,2.2417920230119206
197,phase_imbalance,25,8.346681033802446,11.880575571389976,4.809378090745084,42.371910407561494,3.7430585279740054
198,phase_imbalance,100,83.59698281776564,83.63681766154612,61.067012626915165,19.75453990341424,1.8058515193051043
199,phase_imbalance,63,33.83099641065813,22.417570565855407,22.405258441902888,29.037575338756696,2.183840295724585
200,phase_imbalance,63,12.596654632885317,48.298174572061015,30.4503929379693,58.62951228988207,1.0898261288383502
201,phase_imbalance,20,11.807014397843801,14.918985537501808,14.918831217541076,14.944923023119328,2.3112556777291116
202,phase_imbalance,100,18.882046019743022,18.883399611773026,30.654685383907353,34.41081562670353,2.5958211494897654
203,phase_imbalance,40,11.695750890306728,11.699972217943676,19.476911422466486,36.28911520342191,1.2117451845485128
204,phase_imbalance,16,12.314289634845863,12.315497435388599,8.709613412214956,21.62774417299889,3.1863615279673136
205,phase_imbalance,100,40.51978371296034,40.50699412126441,51.73942468620027,16.910984204895364,2.652148522550148
206,phase_imbalance,100,75.00012824636325,75.0416570211271,88.7930692504968,11.5328029858736,2.0365202399909013
207,phase_imbalance,25,7.732254002634509,10.660064343492705,10.65033799249103,20.12864891541456,3.3934216740470666
208,phase_imbalance,63,22.09993701425711,22.101571329703837,18.7599874819927,10.612094411046314,2.8113398897705024
209,phase_imbalance,20,4.08033775810797,4.079061949157259,8.846286524206757,56.05873946929423,2.387384587744666
210,phase_imbalance,20,9.855130133606703,7.0020100711220294,7.002216846959071,23.915285462443794,3.848943004801669
211,phase_imbalance,32,31.333622615857355,17.873214721979576,24.62411810422049,27.375118138839863,1.4648144367916383
212,phase_imbalance,63,15.892998813465868,25.12176050631994,25.12874157219217,27.915825745144847,2.2120122116480383
213,phase_imbalance,16,14.95796539877846,12.518787055441637,12.520824601714702,12.191536335352327,2.5062632947852133
214,phase_imbalance,63,47.94602683988426,75.6368933214276,47.95206859542371,32.28244663548525,1.01024281561267
215,phase_imbalance,100,79.15375343455318,101.88474083844967,56.31147735603617,28.82475152219287,3.9029361520099237
216,phase_imbalance,20,15.85529348416788,8.598304375184432,8.605028285903684,43.88341560894832,2.4072839428623127
217,phase_imbalance,20,4.963372965720879,7.538269869005943,7.535676660219366,25.688069695705238,3.111382288205366
218,phase_imbalance,20,6.035855673369278,18.782831419281997,12.411742861959784,51.36352966182684,3.3938394914494157
219,phase_imbalance,100,61.89782075478399,38.77931720369572,61.89376515132719,28.4386385346208,2.836815554554842
220,phase_imbalance,32,29.286577640844474,25.24303716536453,25.25201416723377,10.12526825126104,2.214785190182296
221,phase_imbalance,20,15.046156199013993,12.45838321749154,15.042733702327476,12.156180847473232,3.9383496949767833
222,phase_imbalance,32,25.615879152952346,25.601396930537213,37.73318184407683,27.261340940585868,3.789491660932742
223,phase_imbalance,63,43.318661376946274,54.52332484060895,32.108137680651254,25.87585901943148,2.3795365872056604
224,phase_imbalance,25,8.1969690903409,11.71063320782786,8.195915855982454,25.008902551027834,3.6035190213066177
225,phase_imbalance,63,51.052689417772875,59.13903453899897,51.058303514772135,10.02609202532084,3.590553515003878
226,phase_imbalance,20,9.18196573929647,6.217912411265349,9.18491985776746,24.1249115481854,2.8448164014320487
227,phase_imbalance,16,6.012436319086339,12.23530437646177,12.24338443774066,40.84406895568423,1.6591168351972583
228,phase_imbalance,63,29.1317485911679,20.43862766182038,29.142150372548375,22.10149309801026,3.2922721507179507
229,phase_imbalance,25,22.17783642557115,16.47621067699125,10.761640131930294,34.66665708071819,3.7824894902496755
230,phase_imbalance,32,20.194642879108955,13.06899084352268,13.060226114140004,30.783421005673937,3.3571889496059093
231,phase_imbalance,100,68.43349187971842,79.2617580681079,57.72003016977884,15.758318498854202,1.3150887213220965
232,phase_imbalance,100,65.30940062694553,85.56991458015793,65.29193990105344,18.752950576833946,2.4922352383342843
233,phase_imbalance,20,6.383506758842793,13.132300091945199,19.881030530271,51.39071673992495,3.7769221593599114
234,phase_imbalance,25,7.9141586238162205,7.918081540178045,10.56526764898559,20.071194488934175,1.2156051507464638
235,phase_imbalance,63,34.720864641276464,27.24261786458005,34.751474898207924,15.496159241682687,1.8805487461885568
236,phase_imbalance,25,20.687168384941447,13.130533275665728,28.196395136998518,36.47960405413428,2.893612436759171
237,phase_imbalance,25,8.107614646792847,3.9416721714540537,8.102977808897723,41.32164928167035,1.798602240309198
238,phase_imbalance,63,40.88783323156733,40.878637764398974,51.32219569708012,15.687226355551221,2.7035222928316265
239,phase_imbalance,20,24.15197320783517,24.163541177265703,17.004379977318585,21.902598847492534,2.019901018244725
240,phase_imbalance,63,27.934042839921567,23.31319099090814,32.55405315657139,16.541170801188827,2.2458728490177147
241,phase_imbalance,40,24.960249276735965,11.126814486184854,11.121223419920645,58.617802714235836,2.624732976415285
242,phase_imbalance,20,8.902074367162289,16.429487670981406,23.931931632954328,45.78901918495361,1.837771067648529
243,phase_imbalance,32,16.629688160825328,26.871242644694583,16.6275605980156,34.0691011055728,1.3187059777934074
244,phase_imbalance,20,10.489597994195035,14.69696213567873,14.694813289950396,21.094006337365805,3.1314317854713094
245,phase_imbalance,100,102.38828064670145,71.25078470367933,40.09545159310152,43.72160542865265,1.7054137457182394
246,phase_imbalance,16,6.130045693512917,4.533309609041627,6.126577008573738,18.99950175093379,3.3970447974906723
247,phase_imbalance,32,12.329096260510537,17.91138194622241,17.910847013809175,23.18531501922649,3.83285659217316
248,phase_imbalance,20,12.998765985545182,15.74043147740702,15.727880230885487,12.302989133893997,3.3409442432181518
249,phase_imbalance,40,26.09976877446605,26.107308630651325,41.649133800230196,33.12640665445675,2.889393282211064
250,phase_imbalance,20,14.87824245314498,14.867185731873173,17.39174553816002,10.688088599813398,3.8124043743875022
251,phase_imbalance,63,19.641329328741854,29.245306155498447,29.26055677261603,24.598713932945223,3.601385255207838
252,phase_imbalance,32,14.469191894915058,14.459435771802982,22.56929644739945,31.476929421884797,2.6196788277272067
253,phase_imbalance,20,10.940111027635634,15.659366647162571,10.946619953555995,25.121125518133688,2.6341413902252646
254,phase_imbalance,16,14.116858702978805,9.456012068930725,9.452416065956118,28.23681537121914,2.1021395726531926
255,phase_imbalance,40,28.276864146746956,28.286460888304884,14.690638326352953,38.14812130987346,1.6744860482044734
256,phase_imbalance,32,21.750551468416898,15.676671561724712,9.60461263946375,38.73933150829116,1.2802060795746837
257,phase_imbalance,25,13.437543677262568,10.873339916469932,13.443373830963868,13.599095903605585,1.1811232013086184
258,phase_imbalance,25,17.371687293021512,17.38397690143564,22.149985558413974,16.772160520645112,2.1235966219399995
259,phase_imbalance,100,42.950808171161746,63.952979072492155,63.95276155701349,24.584439157465027,3.2389026261457627
260,phase_imbalance,32,26.603174850937744,26.61105982792915,31.890455617127405,12.416091896068833,3.158111017651299
261,phase_imbalance,20,9.034938375008187,5.035955402174392,5.037724734133817,41.84602150970423,0.9953932099548797
262,phase_imbalance,16,6.192379709251543,8.0978561714239,6.184863768603703,18.64932981934234,3.694409761995813
263,phase_imbalance,63,33.93218980667948,33.937697241664914,16.90620637855566,40.17344148960419,2.8624366821819525
