sample_id,label,rated_current_A,rms_line_A,rms_neutral_A,over_rated_ratio,peak_A,crest_factor,thd_pct,h3_ratio,h5_ratio,h7_ratio,h9_ratio,hf_band_energy_1p5_2p5kHz,di_dt_max_A_per_s,zero_crossing_noise_std,leakage_rms_A,kurtosis,skew
11,normal,6.0,3.744865210637975,3.7342060409904696,0.6241442017729958,5.592023423193957,1.4932509201707822,2.735508199558891,0.0248955818281535,0.011320550412011202,8.060067565103543e-05,0.0003330103454928987,0.0005186141647434981,2316.5866845031896,0.60404321059862,0.018686254691820746,-1.45387404735256,2.9974982685055952e-05
12,normal,6.0,3.4759428123520806,3.46904531130199,0.5793238020586801,5.058314988603919,1.4552353879855269,2.0483339890928,0.01089356225495504,0.01734476376841293,4.418337573003231e-05,0.0001588277953063191,0.00014693418995358242,1928.2188198371073,0.5450191332320392,0.01568454383543806,-1.47764836271113,9.457067470097003e-05
13,normal,6.0,3.956952317802351,3.9547046973561444,0.6594920529670585,5.794699751317384,1.4644350713508882,2.633260935111582,0.02048890934728679,0.01652779079687996,0.0002731316301528416,0.00012374682535204104,0.00046654274907611333,2590.2510303516265,0.6754092841433041,0.016169584097711347,-1.4758246458859134,-0.00016328313384772591
14,normal,63.0,26.550133521833054,26.481939966643743,0.42143069082274687,38.2276522196758,1.4398290007393033,3.191237529456537,0.02881251061162168,0.013693034353126046,0.00026683104754671427,0.0004498300664331858,0.02411934159279702,17157.663601407094,4.034024966720498,0.12482056698730085,-1.4698044326321684,-0.0002128818524635595
15,normal,10.0,3.990532249094144,3.9837956952393374,0.3990532249094144,5.717894066079428,1.432865018430695,2.1604090424685065,0.020238913816743923,0.0075046687229808,0.00031523873768074355,0.00017671681917806741,0.0008476742578104833,3018.5357081772436,0.676410255099991,0.017358760763983638,-1.5273381124737966,0.00011028487337514064
16,normal,20.0,10.593563544678693,10.558746846460243,0.5296781772339346,15.341388794545912,1.4481801830323606,1.5367690660083413,0.01389350679687382,0.006452609586620997,0.0007390142077675821,0.00040206840460662175,0.005770738215266186,7387.810195047437,1.7110524624308385,0.05464896204603481,-1.498774881781245,-0.0006362361553799452
17,normal,32.0,22.075036864308192,22.05917175733439,0.689844902009631,31.68518047254053,1.4353398667403843,2.2622355219563586,0.01991753546619953,0.010700637256396505,0.0004766810619783592,0.00023334542233309404,0.012413175270160818,13163.843887451923,3.3557371915591205,0.08930822782350445,-1.4838014774832184,-0.000128837697461109
18,normal,20.0,6.760972202923037,6.728306504027207,0.33804861014615184,9.635998926306554,1.4252386543928237,2.0938257999461154,0.01728218618441909,0.01181174023478112,0.00018156662978210212,0.0001620335905292129,0.0005016237354403685,3658.640177238712,1.0318819540242892,0.042389727523028636,-1.489446116881207,0.0003032411939661045
19,normal,32.0,10.992317790938072,10.957642634927584,0.34350993096681476,15.596588319261024,1.4188625742516097,2.2533725088153713,0.011654133293752277,0.019259784376627592,0.0002312194667554309,0.00042199940852655584,0.007541101962360022,7689.165981282277,1.68674294622935,0.05609800825146679,-1.5107004306838636,-2.3590070212189845e-05
20,normal,25.0,15.767732786944688,15.70955893811014,0.6307093114777875,22.845863061363634,1.4488996844765516,3.078967508782279,0.028888922675878802,0.010628135727580819,0.0004478128530014232,0.00023225885169418585,0.0053040129440181695,9391.333414833054,2.568832080978297,0.08524656036918277,-1.5045630627849764,-0.00016454956641909796
21,normal,16.0,8.56380435010026,8.543914118450937,0.5352377718812662,12.52354730930384,1.4623812964263765,1.5842157883541683,0.015036813138355011,0.004966980314465968,0.0002520934514066419,0.00012440135249639498,0.0007830661668513891,4822.901838674234,1.323280148140232,0.039879671073847545,-1.4696625747432324,-0.0002426187118254796
22,normal,25.0,9.934853915585578,9.929692289587798,0.3973941566234231,14.729005493791849,1.482558839562075,3.389265812182108,0.02850600664430631,0.018327787662927687,0.00036418154791240077,3.9700938158837944e-05,0.0009848567184826333,5474.652496218227,1.6288940702947738,0.0398778769766098,-1.4490219639137025,-7.201312550989411e-05
23,normal,63.0,51.00058982320367,50.927285373186905,0.8095331717968837,73.82779314132291,1.4475870454793447,1.7370343169693623,0.013273449993502641,0.011196642545525711,0.00027027000427156956,0.0001741020970883333,0.05276108812336652,30085.897532944666,7.780619881405807,0.21846580685322523,-1.4736715817921364,0.0001781051896193328
24,normal,10.0,5.400856834962196,5.375624282566163,0.5400856834962197,7.988310194101763,1.4790820117487147,3.2591140994340093,0.027379485383871315,0.017649371709988104,0.00024192144528357442,0.00036887566739839367,0.0012020915281665723,3398.876699921143,0.7999422066205868,0.03315266162523003,-1.4416927676662616,-0.00040363055202871255
25,normal,32.0,15.755372901050722,15.746721833157734,0.49235540315783505,22.91829932292289,1.4546338868272577,1.3150645706752568,0.012162080589681417,0.004919363961531517,0.0003045244190054345,0.0004553885510577649,0.014518282503652283,10911.232852723755,2.372225095718028,0.06282252832994256,-1.4758453488308414,-0.0006345088386224373
26,normal,63.0,29.16529613191968,29.144236750521387,0.4629412084431695,41.051493101057865,1.4075459036646607,2.137445356354465,0.017575402760503928,0.012157747710970909,0.00012313653508182377,0.00012234554557437192,0.009633069657523044,17129.462799806828,4.8075278707030655,0.11932727150175493,-1.5336464016154492,0.0003203692058756005
27,normal,16.0,11.341671778741691,11.334354318619795,0.7088544861713557,16.65805747268535,1.4687479761528366,3.0649571358084127,0.0257564286707659,0.01660883689268051,0.00022643378871683718,0.0001747050176996799,0.001574653102771045,6236.950128247297,1.722222650894632,0.04719756803526058,-1.4501716737195212,0.0001821098023537511
28,normal,63.0,19.736674628942172,19.64813021149238,0.31328054966574875,28.762200438061626,1.4572971879683816,2.366196734112842,0.014920536012894989,0.01835417142740505,6.457670048428097e-05,0.00028233606749861705,0.00633895702966462,11781.447464448891,3.3477772063086886,0.11882238454173719,-1.4801227943281967,-0.0005828075626235088
29,normal,40.0,30.974600095896783,30.88697189862233,0.7743650023974196,45.02301213091654,1.4535461955948614,1.725943513686113,0.013857708642132,0.01026414394948705,2.5591026901126694e-05,0.00014251234567597268,0.05868471853332642,24059.376717854768,4.614452420612979,0.15176710957760312,-1.473033583920257,-0.00016000037012126124
30,normal,32.0,18.248064919227964,18.24097785662473,0.5702520287258739,25.54319019660884,1.3997752807364376,2.9811349569733196,0.023014278294875044,0.018939871848760222,7.361520031935208e-05,0.00024533695605522844,0.004955808505305929,10646.718548485045,2.899703291978976,0.07253701576070619,-1.5157300239419926,-6.863924637777e-05
31,normal,6.0,4.90553806243617,4.883452586201469,0.817589677072695,6.972652354518329,1.42138380425372,2.0893990441086348,0.01588657396433743,0.013565742653387804,6.316706625523519e-05,0.000230376116483065,0.00024487651981027473,2699.4098219119533,0.7477661082355123,0.0295280281256795,-1.495405024061377,-0.00020833242506869203
32,normal,32.0,18.01873272057484,17.951783744485294,0.5630853975179637,25.796142560106674,1.431629125017183,1.6949160112050978,0.015016141871133298,0.007840812751674767,5.649495285808e-05,0.0003185478555734616,0.005739752946141447,10857.446910124887,2.984134388133104,0.09918459711558458,-1.5130536170716236,7.041092113843076e-06
33,normal,40.0,13.71779465464177,13.711184833931261,0.34294486636604427,19.471616962866666,1.4194422246187,1.8775835439021664,0.015819441029688134,0.010108311731687919,0.00013851838209016148,0.00016102354137110693,0.002064646124781932,8566.4869608854,2.3866088287975256,0.054404701490825394,-1.529318999164549,-0.0003171811703686118
34,normal,40.0,28.537001738884676,28.49227690251949,0.7134250434721169,40.82359766352079,1.4305496434288605,1.6916058884358949,0.011078625446124035,0.012773683746859645,0.0002617283972700151,0.0004157895546439182,0.010227084258242158,16977.202396352004,4.872377389269363,0.12119773881130476,-1.5176158975115541,-0.00011119055691074809
35,normal,32.0,19.54611948224532,19.53802201796164,0.6108162338201663,27.578558936837705,1.4109480380736283,2.3797984811425916,0.02031748509013133,0.012371967124841097,6.601797478865086e-05,0.00036665852541222107,0.009742783490546171,13458.170283732394,3.262271609518953,0.07834159755589544,-1.5378943410302228,-7.078481871679957e-05
36,normal,32.0,14.851023369601544,14.779916353096231,0.46409448030004824,21.129908261247923,1.4227913951758904,2.000142489915366,0.013965093568436913,0.014264100605351463,0.0008708189344332824,0.0002137449199714272,0.01227398021018143,10758.612165045199,2.301331175537994,0.09291711036074331,-1.5126782353836177,0.0003027935526587497
37,normal,10.0,5.26235834442284,5.24729535789796,0.5262358344422841,7.545546689327753,1.4338716966872491,2.276096258134544,0.018244150823744577,0.013592000837131205,0.000154766372832383,0.0003232419930983756,0.0004379751613192449,3046.4952704493653,0.7871319830147852,0.025817017354808017,-1.487303372748416,0.00028976612922657535
38,normal,25.0,15.368343922000841,15.32501520443183,0.6147337568800336,21.823981096849412,1.4200606913921818,3.18064901188207,0.02724504418085696,0.016399891235656168,0.00010372269957103747,0.0004275027076483926,0.011782499956026989,10488.037804049804,2.623286430154873,0.07398684279167074,-1.5118225658483206,0.0004635571884801278
39,normal,6.0,4.346126196707059,4.326389130030599,0.7243543661178431,6.030002490550846,1.3874430277087149,2.1006013838629984,0.014270899586083977,0.015405536038152153,9.763157226800286e-05,4.8284335137062504e-05,0.00022526731467596716,2379.5230312377403,0.6708350339752759,0.026290346461280936,-1.5238267522230429,0.00016956951592599773
40,normal,25.0,16.62307845840394,16.598941003979824,0.6649231383361576,23.391986604462613,1.4071994343039027,3.086113048272282,0.028436836780263097,0.011979799348778146,0.00019421354755430798,0.0001643376110173128,0.0028408572944614444,9508.141088646855,2.6841263003424265,0.0689657119539476,-1.5084903521730817,5.577484932778646e-05
41,normal,63.0,48.60517411765604,48.472909275153384,0.7715107002802546,68.50429096372172,1.4094032622224026,2.4170081154134073,0.019564885941544808,0.014180517492143465,0.00010286878327448185,0.00013751032463260143,0.034575572751969604,29383.790512553456,8.203593596966657,0.23305605412575353,-1.5129050025675193,1.7347635416896168e-05
42,normal,25.0,17.321417130953332,17.25992621080508,0.6928566852381333,24.933149041556863,1.4394404829361187,1.7179600138695557,0.016183376324731612,0.005743959200682024,0.00026266775276980717,0.00031401993849464356,0.0029822972781551444,9673.821154847315,2.8440535616049987,0.09115683158179856,-1.4889300908799916,0.00017075983906317905
43,normal,16.0,9.436677229952988,9.40747394509995,0.5897923268720617,13.430560273339209,1.4232298026773655,2.496969940494977,0.022725277251884356,0.010330985411203683,0.00012878769191135845,0.00033221161844087615,0.0017198384618427524,5688.281734705958,1.418509072831833,0.04785903032492619,-1.4958467133118578,0.00013686185433762395
44,normal,25.0,14.399156057356725,14.397204072431853,0.575966242294269,20.121733192826223,1.397424481773592,3.1374886603143963,0.026321048282326925,0.017052058840828017,0.0004972222419948267,0.00022562007609576475,0.00794850936263589,10106.938491465064,2.2291125341480647,0.05810047382198982,-1.527086295535491,-0.0003262914900870734
45,normal,40.0,19.64561167135361,19.55678996176613,0.4911402917838402,28.008237675777384,1.4256739949304873,2.5978065212803907,0.021367859746798338,0.014754861876649412,0.00034305276796335317,0.00036978034965450197,0.008476145918282635,13314.385731700855,3.4755465409522452,0.11800693521399304,-1.541214985634644,0.00027599915303127144
46,normal,25.0,13.089166831661883,13.028473568583811,0.5235666732664753,19.15292824716625,1.4632656525832675,2.170029615350585,0.013721485583347008,0.016808109763882445,7.180146975039558e-05,0.0001516742856331961,0.0017198214059942053,7352.951858549619,2.152618180845893,0.07978436469962819,-1.4765094333008402,-5.3294215835691186e-05
47,normal,6.0,4.678749534429112,4.671604745117776,0.7797915890715187,6.575007042923877,1.405291519269336,1.9306966210030394,0.011234419189701823,0.015698787676646477,0.00017712166552033356,0.00012057176454527336,0.0002799495665128136,2643.19679073154,0.7351522572306947,0.019838433904827858,-1.5203312882320426,0.0002031204146892587
48,normal,32.0,17.49340812483015,17.409055679404116,0.5466690039009422,24.818659098700152,1.4187435015623853,2.0341714417782493,0.01790865345290503,0.009626011376773711,0.0001930214782327153,0.0004639511116860834,0.005710223682943029,9748.344392247476,2.768939476943953,0.10946355661647576,-1.5066826906258224,0.00016104322947181832
49,normal,20.0,9.706012215365266,9.684783525341077,0.4853006107682633,14.3399614033906,1.4774308010051802,2.8671264105132948,0.026722480779063328,0.010336572663078619,0.0002646742403429538,0.0005085905317739444,0.0049345167293883075,6145.898379385942,1.4133595789229536,0.04353770242927682,-1.4437824026413504,-7.479222590033103e-05
50,normal,20.0,7.656780111161325,7.646090104939194,0.38283900555806627,10.683755914736121,1.3953327323279177,2.341214377861582,0.01656558215028317,0.016535221829218516,0.00019123349419089002,0.00016244950946562006,0.0008193363332956719,4498.834857905357,1.204505942861999,0.033216717177101174,-1.527404322564213,0.00018617884889258153
51,normal,6.0,3.6055056611547185,3.5983254047973796,0.600917610192453,5.181575748514384,1.4371287231366532,2.4648698172830925,0.02351559540636694,0.007300066493665414,0.00024713583034876647,0.00044640267909455705,0.0006657505128437856,2369.6987783070954,0.5774465866236603,0.015617128610418684,-1.4981406179461294,9.780799437154723e-05
52,normal,20.0,15.990375231422735,15.982579204365805,0.7995187615711368,22.53728734102391,1.4094282975502905,2.986850841083762,0.02534960182197268,0.015767375800894053,0.0004851232784810922,0.00015695162537747245,0.010133573865929738,10996.069848868854,2.664525094893882,0.06426259017600167,-1.5457987902768906,-0.00021826729884070732
53,normal,16.0,6.506035825737681,6.495987395287468,0.40662723910860504,9.544096669497266,1.4669603616804796,2.098142614886897,0.016901093687494526,0.012376854829002885,0.00046353412450542717,0.0007605740465237032,0.0020664399105041866,4519.362156656218,1.0499226751497672,0.028060903605844973,-1.4675445907380191,0.0006723260385524169
54,normal,20.0,15.716847039783769,15.682434541554782,0.7858423519891884,22.31448690508921,1.419781387907204,1.7632823331064837,0.01544806900250504,0.008449335039290734,0.00035612116625283934,0.0005658497788746236,0.01230963782193855,10704.375112849399,2.4335889096623475,0.07176796588306131,-1.5115665640376559,-0.00032371781698702274
55,normal,20.0,16.228830899239565,16.170248685515418,0.8114415449619783,22.709924377436256,1.3993567692606261,2.0749364846839193,0.019401797867448355,0.007343474928779055,0.00011555050564860696,0.00025663640195817684,0.0033161460720693443,9634.916943426613,2.669972564890648,0.0869772479028208,-1.534443096589072,0.0001716399365910084
56,normal,6.0,4.075392324498565,4.066054841819848,0.6792320540830942,5.856897391658654,1.4371370714455443,2.2141797103885175,0.01052498769249849,0.019469526947067606,0.00032399338793946247,8.225977462329838e-05,0.0004138877915807748,2724.423528875036,0.6977264912993221,0.018570715376826055,-1.5158374583164946,0.00011011560625896713
57,normal,16.0,11.3003749410911,11.283402489633552,0.7062734338181937,16.13721480831318,1.4280247240475223,1.7450509563053411,0.014489112068921887,0.009699670793640822,0.000413150566975612,0.00029699345769177343,0.005551058632746894,7849.417502073984,1.9144243782585777,0.04791895103852476,-1.520637854940512,-0.00015411123683309493
58,normal,20.0,9.593592774381907,9.561768658523743,0.47967963871909536,13.463877254246658,1.40342388607491,2.4373486355745535,0.022375786787496525,0.009649540199202384,0.0002593431810703598,5.075526929519524e-05,0.001992684378329939,5928.188394024786,1.5011437818075903,0.04966235577706894,-1.5225347988984714,5.304328293089682e-05
59,normal,40.0,19.63547116537693,19.55994871474192,0.49088677913442325,28.40806946466539,1.4467729968868963,2.09912200747828,0.019539711405085376,0.007652008350456172,0.00018957481652555827,9.509172189829933e-05,0.005420338186368298,11094.465890662737,2.882957503030088,0.10892006993059845,-1.464591848984017,5.730872861427091e-06
60,normal,32.0,16.22158232623803,16.15330614383049,0.5069244476949384,22.909886982202696,1.4123090164720973,1.8252440123461862,0.012563952372916454,0.013221214355304219,0.00046539713346117396,0.0004047466332327079,0.005773712893344233,9864.272794145698,2.6565324638089596,0.09495257030556822,-1.5232077239953548,-0.00023481074686318218
61,normal,63.0,40.38615289957907,40.36710531425708,0.6410500460250647,58.2812645846565,1.4431001815927074,1.9148983147676708,0.01748973770100583,0.007763462106396424,0.0003143950900490494,0.0004306647174846798,0.04479627704025858,26346.646236628058,6.727503364137556,0.1560302685338845,-1.4933619200579253,0.0003777112195056333
62,normal,6.0,4.631052289514789,4.627060915706406,0.7718420482524649,6.539545561034279,1.4121079078352061,3.3049744577047657,0.029733048970039838,0.014413330049783018,0.0002674108199940365,0.00016424658888307528,0.000552648692964413,3133.2667809172367,0.8551085844448036,0.01894268863451686,-1.549752220178512,0.0003386223258824906
63,normal,32.0,10.41649701465555,10.37480277247818,0.3255155317079859,15.294805338166157,1.4683252263384436,3.136952939451087,0.026151163024602134,0.01731964825493739,0.0001619917391170638,0.00016473747911613596,0.0011699723364112474,5789.472563574458,1.5535155128126583,0.058477648972555904,-1.447608690665709,-0.00019153030918322837
64,normal,25.0,17.231892503781232,17.192839448011096,0.6892757001512493,24.827684581752138,1.4407984830954201,2.7171180189530437,0.022830985447741172,0.014667674813146441,0.00030398373546811454,0.0003905137288454234,0.015746882823541145,11943.694951092593,2.6258856367554144,0.07865320926235612,-1.4767144687995193,0.0006469699228006494
65,normal,25.0,9.39161857551758,9.38159395779795,0.3756647430207032,13.565459804161804,1.4444219272363048,3.022907218531731,0.026134325027863677,0.01516956045388544,0.00040178909309121356,0.000482506289894223,0.004842029077569406,6756.431100735045,1.6396963634476407,0.038466535121782386,-1.5246944201887154,0.00021977791370064576
66,normal,63.0,23.655803837277034,23.64094341672342,0.37548894979804814,33.12205458846813,1.400166099402377,2.254996172042378,0.021833719035974752,0.005595391782999861,0.0004613328241903927,0.00033352292131198975,0.007674814599561323,14494.833834921585,3.978928073990701,0.09474532890785767,-1.5419958008069914,-0.00031747871784699593
67,normal,16.0,11.108375532037845,11.085533456588815,0.6942734707523653,16.36503195898876,1.473215584971618,2.0693818276707177,0.015817504398259758,0.013326869001199738,0.00019866596294058653,0.00040844232722654124,0.00409974126011106,7414.328112904112,1.7936574676577293,0.05042688766637678,-1.4664649664851825,-0.00010994038603163058
68,normal,63.0,45.805673037763235,45.66821154258523,0.727074175202591,67.23858851068621,1.4679096288746876,2.769829948070807,0.02549246353577988,0.010808725140826191,0.00024150145012208926,0.0002658384046385037,0.10313627684695434,31294.02611451221,6.650801375757539,0.22930428912870843,-1.4621049451806631,-0.0004672181766237731
69,normal,25.0,10.173597518775406,10.143839750623032,0.4069439007510162,14.60887811938668,1.4359599041528812,2.3897023519570304,0.021515016957003422,0.010370059125915033,0.00030562319060386536,0.0003977365452750515,0.006115652548368186,7234.367347265813,1.6271726718657735,0.05076492320688645,-1.5047927310489297,-0.00017406197312118602
70,normal,16.0,6.775248451828352,6.756986136789553,0.423453028239272,9.841635818656906,1.4525867039678049,2.91014941525638,0.028106628774830125,0.007523032346310642,1.8109426851275045e-05,0.00028512661355707946,0.00044671873919000454,3662.353094641169,0.9819780807182872,0.03227556077453105,-1.4526286326775137,0.0005979783446540645
71,normal,6.0,3.4894497559729407,3.48624395374137,0.5815749593288234,5.163231236395827,1.479669173077555,2.9360032102407505,0.028394091963517932,0.00745222022874635,0.00017145430506145548,9.820390960190367e-05,0.0001201136234064769,1824.342136384743,0.5264830517356702,0.014127244024176325,-1.4405197953862705,-0.00015027076848573147
72,normal,10.0,4.94855501908699,4.9453372727346565,0.494855501908699,7.272212527070486,1.4695628314834113,1.7676026596805225,0.014694245207604236,0.009803394716815043,0.00034598482005140636,0.0002333362671194081,0.0006680138026996538,2857.261983730497,0.7816230320830414,0.020000337925992363,-1.4686391728046244,-5.9781698638256265e-05
73,normal,32.0,9.862051481184197,9.849384007568512,0.30818910878700617,14.75890172143927,1.4965346457683004,3.420721070162617,0.029573013225722807,0.01715471109974202,0.00025623290695661567,7.355732242135138e-05,0.0056169668860900895,6190.340762714195,1.5763888546303548,0.04102888023222202,-1.4398673667578723,-0.0008532059646346113
74,normal,20.0,9.225130864333778,9.197700614077837,0.4612565432166889,12.76422242243184,1.3836359189653635,3.092731978662734,0.025693440236714986,0.017207840426293256,0.00014451425006016354,0.00014773842642015918,0.0038660198766163356,6204.769963844774,1.4479345213027572,0.04622837452667842,-1.5450584237138763,1.0373028783345804e-05
75,normal,25.0,14.947414886976443,14.944746627546332,0.5978965954790577,22.04885009192798,1.475094540238116,3.4919082279584925,0.028462862048962027,0.02021965568112419,7.32006383374806e-05,0.0002729526911852116,0.00552642868177791,9038.522126879488,2.2455349515485024,0.05912161930391261,-1.4407283678659786,0.00044003549048470556
76,normal,40.0,27.27163732909555,27.250674743459598,0.6817909332273888,40.50591396541355,1.4852762038131588,2.4601797453931376,0.020678190836546456,0.013258051095219669,0.0005203679204282681,0.0006646353608518816,0.03735470422470415,16950.631741069876,4.238824165158093,0.11041562796574979,-1.4559150367986662,-0.001162049263511315
77,normal,20.0,8.339210344296946,8.317453190287285,0.4169605172148473,12.152868066832884,1.4573164081041223,2.8728206116696917,0.025750133401969067,0.012728880072260682,0.00017947167270317594,7.100902280715675e-05,0.0012437790491366088,4545.900398029079,1.174336912931248,0.039730968888171035,-1.4472383968155418,8.850923763186471e-05
78,normal,20.0,10.672066680137844,10.64097880875496,0.5336033340068922,15.378047296459439,1.440962444850452,2.5720434398160066,0.01873220315518349,0.017606056234796927,0.0004453481447767085,0.00017021875961948824,0.004422508242461786,7199.571541630771,1.9246615000623981,0.05205296661778575,-1.5293382273994118,-0.000127411187754566
79,normal,63.0,19.26233540749149,19.201623354853258,0.3057513556744681,27.453849239900233,1.4252606788166322,2.345994535420873,0.016705766253706192,0.01646626232435324,9.567048424756976e-05,0.00013783321175496604,0.0047447241248500405,11729.640479660613,3.4441643623612137,0.09891455649149895,-1.5304017967615635,0.00044706400762733426
80,normal,16.0,10.97162076225325,10.965148788845969,0.6857262976408282,15.87935875340268,1.447312033112436,2.5985004872694306,0.022356783695473892,0.013226808247234389,0.000477174756279251,0.0001647093021693794,0.002594137016386987,6254.105513577937,1.5314544482170775,0.04384139488943983,-1.4548052477682865,-0.0002170002210486677
81,normal,16.0,11.448770465970917,11.391897577760313,0.7155481541231823,16.705821401024362,1.4591803940187074,2.9486292988337324,0.02147675321153539,0.02018316670872149,0.0006023100949546779,0.00015691385701139849,0.0065162323165734405,7844.1603262448825,1.6086077977724418,0.07372881507194548,-1.456558345478059,-0.0006830842936914498
82,normal,20.0,12.512218426808019,12.507710445936633,0.625610921340401,18.2238392835621,1.4564834676367366,2.8282523835956606,0.02649147153003662,0.009862223495513321,0.00042714837180676064,0.0005583067760475956,0.007435274756153196,8092.913056393112,1.9537900230754008,0.04942831037009903,-1.4932527965455074,-9.02699137166888e-05
83,normal,16.0,7.738267089112838,7.72046811498196,0.48364169306955235,11.070752688054368,1.4306501131499374,1.9321073508058957,0.018280090296325324,0.006200807362496182,0.000483808874482366,0.00033158668299589745,0.003030325767044392,5143.182238433565,1.2478917438288075,0.03505750058674766,-1.5187630795681666,-0.0006057481008518605
84,normal,10.0,6.586853849675155,6.56951531271985,0.6586853849675155,9.681844710150685,1.4698739230654545,2.2253815949762346,0.014335572550671803,0.01700583444997686,2.3331168216073277e-05,0.00043731539873648764,0.0007487546085674351,4029.9185983703546,1.0367195098684703,0.03149348761243009,-1.4703968224008017,1.4841340676629482e-05
85,normal,40.0,17.410832641602006,17.35542337620378,0.43527081604005013,24.89276382269047,1.4297285106159234,1.7488899876269435,0.014751275243156161,0.009391127652014747,0.00015658787802989155,7.117095287859219e-05,0.003661480683429739,9903.324059710296,2.7322665482526296,0.08985477139601711,-1.4866269102839833,-5.8108738831923505e-05
86,normal,20.0,9.126291692765003,9.098787928952705,0.45631458463825014,13.218942792529425,1.4484462294318823,3.2916158305187255,0.026791644620075106,0.019107208596521128,0.0003510950756236675,0.00037114932034203847,0.00169476164987524,5823.367517399338,1.5430806605290068,0.045975607032981265,-1.4980362850204507,-0.00043733329730354586
87,normal,6.0,4.987938663251507,4.978416435257792,0.8313231105419178,7.012018020143589,1.4057947565391358,3.404627209728447,0.02983411716132437,0.016397755542882142,0.00017415142577131867,0.00017627948247700415,0.00037515516122661144,3053.4404731944596,0.8817238524547434,0.02222887305861115,-1.556366255450219,-3.909292816795461e-05
88,normal,16.0,7.63613407595468,7.601461414724737,0.4772583797471675,10.943281042211638,1.4330917885841863,2.107253908176076,0.019584939709187562,0.0077648850773978295,0.00021382720718032458,8.633894424249338e-05,0.000986101340622663,4513.060093145693,1.2608904706987079,0.04646815862216735,-1.5131556260580734,-0.00012155909116862473
