sample_id,label,rated_current_A,mean_rms_A,std_rms_A,duty_cycle_pct,cycles_per_hour,max_continuous_on_min
34,normal_duty_cycle,20,8.414128902048502,7.110653152979035,57.44444444444444,2.0,8.8
35,normal_duty_cycle,6,2.3693786933828074,1.7209346568410346,64.55555555555556,2.0,12.5
36,normal_duty_cycle,6,1.780180963326651,1.597352815646987,54.11111111111111,3.0,8.116666666666667
37,normal_duty_cycle,32,7.251711530189205,8.577683153852945,40.11111111111111,1.0,12.033333333333333
38,normal_duty_cycle,20,7.335158887005264,7.25778976497075,49.5,1.0,14.85
39,normal_duty_cycle,16,4.657369524258421,4.677557467209289,48.61111111111111,2.0,8.85
40,normal_duty_cycle,20,5.534797555497432,5.253456180428305,51.16666666666667,2.0,11.083333333333334
41,normal_duty_cycle,6,2.102358841473586,1.4784471368058771,65.94444444444446,2.0,10.016666666666667
42,normal_duty_cycle,10,3.294072231122591,2.766439991333946,57.44444444444444,2.0,14.2
43,normal_duty_cycle,16,6.401623547564323,5.291611044249463,58.611111111111114,2.0,13.25
44,normal_duty_cycle,32,13.955674067970971,10.483132524313648,63.11111111111111,2.0,12.05
45,normal_duty_cycle,6,2.0913513950910745,1.5976767531489444,62.22222222222222,2.0,14.933333333333334
46,normal_duty_cycle,16,6.268300036484161,5.907789785820779,52.0,2.0,14.866666666666667
47,normal_duty_cycle,32,8.456569227772803,10.458155495196111,38.166666666666664,1.0,11.45
48,normal_duty_cycle,20,5.585241605490886,6.493572595889218,41.22222222222222,1.0,12.366666666666667
49,normal_duty_cycle,10,2.767673203775291,3.0317115317721086,44.05555555555555,2.0,9.316666666666666
50,normal_duty_cycle,20,5.519265001107826,6.1300531876626145,43.388888888888886,1.0,13.016666666666667
51,normal_duty_cycle,6,1.7779702801953268,2.1001879162341357,40.55555555555556,2.0,8.666666666666666
52,normal_duty_cycle,10,3.378216564831709,3.2984753466039622,50.11111111111111,2.0,9.516666666666667
53,normal_duty_cycle,20,7.085461407137134,7.253338928945374,47.72222222222222,2.0,9.55
54,normal_duty_cycle,16,4.1735882229752495,4.876946650851771,40.833333333333336,1.0,12.25
55,normal_duty_cycle,32,13.414238005585647,11.674768888184888,56.05555555555556,2.0,13.166666666666666
56,normal_duty_cycle,32,9.674548168595372,11.059908149794726,42.11111111111111,2.0,8.033333333333333
57,normal_duty_cycle,16,4.728042861564246,4.443955084838405,51.77777777777778,2.0,14.05
58,normal_duty_cycle,6,2.294124666808318,2.123523860269111,52.888888888888886,2.0,13.566666666666666
59,normal_duty_cycle,16,5.649273206203781,5.783702520232987,47.72222222222222,2.0,8.566666666666666
60,normal_duty_cycle,32,11.223363037743779,9.691265985254686,56.222222222222214,2.0,12.066666666666666
61,normal_duty_cycle,10,3.1923464310008716,3.6243137449752663,42.388888888888886,2.0,8.516666666666667
62,normal_duty_cycle,10,3.3010852597219325,3.603321901363399,44.5,2.0,11.933333333333334
63,normal_duty_cycle,10,2.805311394855565,2.478236089165649,54.888888888888886,3.0,8.233333333333333
64,normal_duty_cycle,32,12.837747052704271,11.233927323401385,55.55555555555556,2.0,10.6
65,normal_duty_cycle,16,5.426732762861304,3.8367126351042784,65.83333333333333,2.0,14.883333333333333
66,normal_duty_cycle,6,1.3831848511893083,1.7110217044889586,38.0,2.0,11.166666666666666
67,normal_duty_cycle,32,8.950685094645005,7.972223148691122,54.388888888888886,2.0,11.0
68,normal_duty_cycle,20,6.058958016379358,4.873802238992888,59.66666666666667,2.0,11.2
69,normal_duty_cycle,6,2.2262054502050486,2.0221077315218516,53.833333333333336,2.0,9.833333333333334
70,normal_duty_cycle,16,6.829453300100734,5.143850620276493,62.94444444444445,2.0,13.166666666666666
71,normal_duty_cycle,10,2.553009998903201,2.5973351076448457,47.55555555555556,2.0,12.9
72,normal_duty_cycle,20,6.16706363156642,5.846985515787147,51.5,2.0,11.266666666666667
73,normal_duty_cycle,6,2.1862371155907563,1.842906093103535,57.333333333333336,2.0,10.416666666666666
74,normal_duty_cycle,20,4.77841053644147,5.565110973614736,40.88888888888889,2.0,10.816666666666666
75,normal_duty_cycle,10,3.095055440157121,3.3697638668315517,44.388888888888886,2.0,12.683333333333334
76,normal_duty_cycle,10,3.7377597424560793,3.432027490170805,53.166666666666664,2.0,10.633333333333333
77,normal_duty_cycle,32,5.991140012180568,7.912115840747322,34.5,2.0,9.8
78,normal_duty_cycle,10,2.798560566298148,2.74410610096427,49.72222222222222,1.0,14.916666666666666
79,normal_duty_cycle,20,5.5576494973991935,5.444519617058997,49.55555555555556,2.0,10.966666666666667
80,sustained_abnormal_loading,6,5.764516799389172,0.1185898061581107,100.0,0.0,30.0
81,sustained_abnormal_loading,10,9.54663124564846,0.20299223018420692,100.0,0.0,30.0
82,sustained_abnormal_loading,10,5.229338555335736,3.560339917129072,67.77777777777779,20.0,1.9333333333333333
83,sustained_abnormal_loading,16,18.29503134928232,0.3219252197354075,100.0,0.0,30.0
84,sustained_abnormal_loading,32,38.15490731729704,0.6450559819235896,100.0,0.0,30.0
85,sustained_abnormal_loading,20,24.832077248212986,0.4063967441087152,100.0,0.0,30.0
86,sustained_abnormal_loading,6,4.206797879117183,2.2955769067733733,76.66666666666667,24.0,1.8166666666666667
87,sustained_abnormal_loading,10,12.17691517369264,0.19906334300304776,100.0,0.0,30.0
88,sustained_abnormal_loading,16,9.539832523362529,5.172224720221945,76.88888888888889,26.0,1.7166666666666666
89,sustained_abnormal_loading,16,20.436372129759242,0.32267319357855534,100.0,0.0,30.0
90,sustained_abnormal_loading,20,22.110433766129837,0.4036382699747344,100.0,0.0,30.0
91,sustained_abnormal_loading,6,3.820156032696244,2.709738716193187,66.0,35.0,1.1
92,sustained_abnormal_loading,20,11.341165722552267,8.177166603089114,65.16666666666666,38.0,1.0166666666666666
93,sustained_abnormal_loading,6,7.389418200999268,0.11952242945560415,100.0,0.0,30.0
94,sustained_abnormal_loading,16,7.438956212349557,6.948980251076273,52.55555555555556,28.0,1.0666666666666667
95,sustained_abnormal_loading,32,40.98017719645127,0.6369040021322752,100.0,0.0,30.0
96,sustained_abnormal_loading,16,16.562937408095635,0.3138121494439083,100.0,0.0,30.0
97,sustained_abnormal_loading,6,2.367647132314607,2.4072396783405967,48.22222222222222,27.0,1.0333333333333334
98,sustained_abnormal_loading,10,3.512899105417683,3.663910232029612,46.833333333333336,22.0,1.2166666666666666
99,sustained_abnormal_loading,6,6.0986413101807635,0.1225384407707214,100.0,0.0,30.0
100,sustained_abnormal_loading,32,13.211575336786542,12.46019730192974,52.0,32.0,0.95
101,sustained_abnormal_loading,6,3.9153320124818562,2.895289809518409,64.16666666666667,29.0,1.2833333333333334
102,sustained_abnormal_loading,6,1.9986519048816451,2.5064179722307793,37.77777777777778,39.0,0.5666666666666667
103,sustained_abnormal_loading,10,10.276571834249303,0.19592252220779985,100.0,0.0,30.0
104,sustained_abnormal_loading,16,11.127045285743181,5.7934233529180155,78.33333333333333,26.0,1.75
105,sustained_abnormal_loading,20,23.244126585831545,0.39813283341320777,100.0,0.0,30.0
106,sustained_abnormal_loading,20,7.558448291858438,7.821758517516674,47.27777777777778,45.0,0.6166666666666667
107,sustained_abnormal_loading,10,5.000729096833418,5.040350566750332,48.888888888888886,39.0,0.7333333333333333
108,sustained_abnormal_loading,10,10.491693253883549,0.19924837456001113,100.0,0.0,30.0
109,sustained_abnormal_loading,20,24.031300685872328,0.4024835290069706,100.0,0.0,30.0
110,sustained_abnormal_loading,10,5.8786162464535785,3.473233412717179,73.66666666666667,25.0,1.7
111,sustained_abnormal_loading,6,2.4628060421605067,2.7210844956954783,44.05555555555555,25.0,1.0166666666666666
112,sustained_abnormal_loading,20,24.61605356925673,0.4041300191395958,100.0,0.0,30.0
113,sustained_abnormal_loading,16,15.659529846790225,0.3202610357751725,100.0,0.0,30.0
114,sustained_abnormal_loading,32,19.35742880738008,10.529464893773918,76.77777777777777,22.0,1.9833333333333334
115,sustained_abnormal_loading,10,12.437274262186426,0.20296742971267673,100.0,0.0,30.0
116,sustained_abnormal_loading,10,5.1526562489397705,3.5392111826631756,67.33333333333333,24.0,1.6166666666666667
117,sustained_abnormal_loading,6,6.051181028507407,0.12411644661343968,100.0,0.0,30.0
118,sustained_abnormal_loading,10,11.415228081980478,0.19621966228123566,100.0,0.0,30.0
119,sustained_abnormal_loading,16,7.681254046806417,8.409146097879692,44.666666666666664,23.0,1.1166666666666667
120,sustained_abnormal_loading,20,13.20740685132544,8.896098194881237,68.33333333333333,38.0,1.05
121,sustained_abnormal_loading,10,9.6769233688869,0.2012874092420754,100.0,0.0,30.0
122,sustained_abnormal_loading,20,22.276543929855094,0.40451146626648593,100.0,0.0,30.0
123,sustained_abnormal_loading,32,20.058855753110233,13.72533055106901,67.61111111111111,22.0,1.7
124,sustained_abnormal_loading,32,35.733215320144666,0.6654853150115629,100.0,0.0,30.0
125,sustained_abnormal_loading,32,13.904952662570427,14.756013632236032,46.22222222222222,22.0,1.2
126,sustained_abnormal_loading,20,20.58464857847922,0.40307520879944475,100.0,0.0,30.0
127,sustained_abnormal_loading,20,23.08761845801327,0.4155913171047355,100.0,0.0,30.0
128,sustained_abnormal_loading,6,5.859206312763696,0.11905312233523523,100.0,0.0,30.0
129,sustained_abnormal_loading,10,2.567170038986638,3.6522580165712215,31.88888888888889,27.0,0.6833333333333333
130,sustained_abnormal_loading,6,5.775708755040584,0.11579926536615091,100.0,0.0,30.0
131,sustained_abnormal_loading,6,1.9758881495155827,2.4937201505765674,37.5,29.0,0.75
132,sustained_abnormal_loading,16,8.438292042078393,7.4597149866945855,55.50000000000001,18.0,1.6833333333333333
133,sustained_abnormal_loading,20,9.450123289365976,7.28074948094482,62.0,24.0,1.5
134,sustained_abnormal_loading,16,15.934852850208925,0.32523479505659,100.0,0.0,30.0
135,sustained_abnormal_loading,16,7.89742433365324,5.385639306963429,67.55555555555556,37.0,1.0666666666666667
136,sustained_abnormal_loading,20,11.134590602803291,10.361869025406525,52.888888888888886,27.0,1.1333333333333333
137,sustained_abnormal_loading,32,34.02045704605662,0.6356506970877494,100.0,0.0,30.0
138,sustained_abnormal_loading,16,20.057871103282654,0.322320364066995,100.0,0.0,30.0
139,sustained_abnormal_loading,6,5.958596541127404,0.11984166141485615,100.0,0.0,30.0
140,sustained_abnormal_loading,6,2.511463961347952,2.5898427373460553,47.5,42.0,0.65
141,sustained_abnormal_loading,32,10.629786660566243,15.096112361847858,32.0,31.0,0.6
142,sustained_abnormal_loading,16,20.762731993088668,0.32189100230396717,100.0,0.0,30.0
143,sustained_abnormal_loading,20,11.130628194047716,9.76336618533252,55.833333333333336,29.0,1.1166666666666667
144,sustained_abnormal_loading,32,23.54662796656795,14.490163039537702,72.11111111111111,21.0,1.9666666666666666
145,sustained_abnormal_loading,6,7.440706691042285,0.12104252154618886,100.0,0.0,30.0
146,sustained_abnormal_loading,6,3.571302799513771,2.520980859521595,66.22222222222223,32.0,1.2
147,sustained_abnormal_loading,10,4.682657803811465,3.833915207421437,59.0,18.0,1.9166666666666667
148,sustained_abnormal_loading,16,9.822792709675063,7.202944524645523,64.44444444444444,20.0,1.8666666666666667
149,sustained_abnormal_loading,32,39.578200670369455,0.6497991519318572,100.0,0.0,30.0
150,sustained_abnormal_loading,16,5.123160177657281,6.024627788880229,40.77777777777778,26.0,0.9
151,sustained_abnormal_loading,10,11.363659497509746,0.19605509695391413,100.0,0.0,30.0
152,sustained_abnormal_loading,20,11.49478271995022,7.6359445558180985,68.83333333333333,22.0,1.8166666666666667
153,sustained_abnormal_loading,10,3.847232965222705,3.8563238128218384,48.888888888888886,39.0,0.7333333333333333
154,sustained_abnormal_loading,10,5.147402792342845,3.677093034939924,65.55555555555556,20.0,1.85
155,sustained_abnormal_loading,20,23.02478665633114,0.3989589307192787,100.0,0.0,30.0
156,sustained_abnormal_loading,16,6.201895752552374,7.233714301256601,41.333333333333336,47.0,0.5166666666666667
157,sustained_abnormal_loading,10,4.942194845960142,3.7134544569440155,63.16666666666667,34.0,1.0666666666666667
158,sustained_abnormal_loading,16,9.6979984736122,7.474133195754357,62.22222222222222,68.0,0.5333333333333333
159,sustained_abnormal_loading,20,15.257267068987874,9.732647021003052,70.66666666666667,48.0,0.8666666666666667
